idaluno,idturma,motivoinativacao,nomedisciplina,notafase,nomefase,idfasenota,numerofase,idade,corraca,sexo,datasituacaoativo,datasituacaoinativo,datahoraefetivacaomatricula,diasmatriculado,inativo
123,201,,INGLÊS,9.0,2º SEMESTRE,256,3,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
155,202,,MATEMÁTICA,3.5,1º SEMESTRE,255,2,17.0,P,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
290,203,,MATEMÁTICA,7.0,DIAGNOSTICA 1,248,1,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
100,425,,INGLÊS,8.5,1º SEMESTRE,279,2,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
165,199,,MATEMÁTICA,5.0,2º SEMESTRE,256,3,15.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
271,186,,INGLÊS,0.0,MÉDIA DIAGNÓSTICA,247,5,17.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
32,208,,INGLÊS,0.0,DIAGNOSTICA 2,263,4,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
283,190,,PORTUGUÊS,6.0,DIAGNOSTICA 1,242,1,13.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
239,194,,PORTUGUÊS,5.0,2º SEMESTRE,244,3,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 13:38:00,160.0,False
17,210,,MATEMÁTICA,2.0,2º SEMESTRE,268,3,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
289,188,,INGLÊS,0.0,DIAGNOSTICA 1,242,1,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
343,177,,PORTUGUÊS,4.0,MÉDIA DIAGNÓSTICA,241,5,13.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
219,185,,INGLÊS,1.0,DIAGNOSTICA 1,242,1,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
120,278,,INGLÊS,8.5,2º SEMESTRE,280,3,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
167,202,,INGLÊS,6.5,DIAGNOSTICA 2,257,4,18.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
125,208,,MATEMÁTICA,5.0,1º SEMESTRE,261,2,18.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
185,169,,MATEMÁTICA,7.0,2º SEMESTRE,238,3,15.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
297,291,,INGLÊS,5.5,MÉDIA DIAGNÓSTICA,283,5,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
253,188,,MATEMÁTICA,6.5,2º SEMESTRE,244,3,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
297,189,,PORTUGUÊS,8.5,MÉDIA ANUAL,246,6,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
111,208,,PORTUGUÊS,7.5,MÉDIA DIAGNÓSTICA,265,5,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
269,452,,INGLÊS,2.5,2º SEMESTRE,280,3,16.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 18:25:00,160.0,False
17,425,,INGLÊS,2.0,DIAGNOSTICA 1,278,1,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-28 00:00:00,306.0,False
307,203,,INGLÊS,3.0,DIAGNOSTICA 1,248,1,16.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
166,211,,INGLÊS,5.0,MÉDIA ANUAL,270,6,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
151,201,,INGLÊS,6.5,DIAGNOSTICA 1,254,1,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-02 00:00:00,304.0,False
69,210,Outras prioridades/trabalho,PORTUGUÊS,4.5,DIAGNOSTICA 1,266,1,20.0,R,F,2022-01-01 00:00:00,2022-07-03 00:00:00,2022-01-21 00:00:00,163.0,True
235,415,,PORTUGUÊS,4.0,MÉDIA DIAGNÓSTICA,241,5,13.0,R,F,2022-03-24 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
248,172,,MATEMÁTICA,3.0,DIAGNOSTICA 1,236,1,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
207,273,,INGLÊS,1.5,MÉDIA ANUAL,282,6,15.0,P,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-24 00:00:00,310.0,False
120,208,,INGLÊS,7.5,DIAGNOSTICA 2,263,4,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
319,174,,MATEMÁTICA,4.0,DIAGNOSTICA 1,236,1,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
125,278,,INGLÊS,9.0,MÉDIA ANUAL,282,6,18.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
217,172,,PORTUGUÊS,5.5,1º SEMESTRE,237,2,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
28,303,,INGLÊS,6.5,2º SEMESTRE,280,3,19.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-28 00:00:00,306.0,False
153,283,,INGLÊS,0.0,1º SEMESTRE,279,2,18.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-02 00:00:00,304.0,False
156,255,,INGLÊS,8.0,MÉDIA DIAGNÓSTICA,259,5,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
356,193,,INGLÊS,5.0,DIAGNOSTICA 2,245,4,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-02 00:00:00,332.0,False
263,194,,PORTUGUÊS,4.5,MÉDIA DIAGNÓSTICA,247,5,14.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
96,208,,INGLÊS,6.5,DIAGNOSTICA 1,260,1,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
279,186,Falta de retorno as nossas tentativas de contato,MATEMÁTICA,0.0,DIAGNOSTICA 1,242,1,17.0,R,M,2022-01-01 00:00:00,2022-08-31 19:00:00,2022-01-20 00:00:00,223.0,True
221,188,,PORTUGUÊS,5.0,DIAGNOSTICA 2,245,4,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
27,210,,INGLÊS,4.5,DIAGNOSTICA 2,269,4,19.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-14 00:00:00,320.0,False
265,179,Falta de retorno as nossas tentativas de contato,PORTUGUÊS,2.5,1º SEMESTRE,237,2,16.0,B,F,2022-01-01 00:00:00,2022-10-04 16:25:00,2022-01-21 00:00:00,256.0,True
301,189,,INGLÊS,0.0,DIAGNOSTICA 1,242,1,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
255,291,,INGLÊS,9.5,1º SEMESTRE,279,2,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
221,424,,INGLÊS,3.0,DIAGNOSTICA 2,281,4,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
207,185,,MATEMÁTICA,3.5,MÉDIA ANUAL,246,6,15.0,P,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
194,187,Falta de retorno as nossas tentativas de contato,PORTUGUÊS,1.0,DIAGNOSTICA 1,242,1,14.0,B,F,2022-01-01 00:00:00,2022-08-16 16:54:00,2022-01-20 00:00:00,208.0,True
176,205,,MATEMÁTICA,3.0,DIAGNOSTICA 1,248,1,17.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
309,189,,PORTUGUÊS,8.0,DIAGNOSTICA 2,245,4,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
156,255,,INGLÊS,6.5,DIAGNOSTICA 1,254,1,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
290,203,,INGLÊS,9.5,MÉDIA ANUAL,252,6,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
296,415,,MATEMÁTICA,4.0,1º SEMESTRE,237,2,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
21,425,,INGLÊS,8.0,2º SEMESTRE,280,3,19.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-28 00:00:00,306.0,False
25,210,,PORTUGUÊS,3.0,1º SEMESTRE,267,2,20.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
145,202,,INGLÊS,1.0,DIAGNOSTICA 2,257,4,18.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
337,190,,PORTUGUÊS,6.5,MÉDIA ANUAL,246,6,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
209,256,,INGLÊS,3.0,DIAGNOSTICA 2,245,4,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-05-27 00:00:00,218.0,False
151,201,,PORTUGUÊS,8.0,DIAGNOSTICA 1,254,1,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-02 00:00:00,304.0,False
319,174,,PORTUGUÊS,9.5,MÉDIA ANUAL,240,6,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
139,201,,MATEMÁTICA,4.0,1º SEMESTRE,255,2,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
113,208,,MATEMÁTICA,8.5,MÉDIA ANUAL,264,6,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
232,256,,MATEMÁTICA,9.5,1º SEMESTRE,243,2,14.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
217,172,,PORTUGUÊS,4.0,2º SEMESTRE,238,3,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
252,201,,PORTUGUÊS,5.0,2º SEMESTRE,256,3,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
204,185,,MATEMÁTICA,8.5,DIAGNOSTICA 2,245,4,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
100,202,,INGLÊS,5.0,MÉDIA DIAGNÓSTICA,259,5,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
162,205,,MATEMÁTICA,3.0,MÉDIA DIAGNÓSTICA,253,5,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-09 00:00:00,297.0,False
333,186,,MATEMÁTICA,1.0,DIAGNOSTICA 1,242,1,15.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
182,266,,PORTUGUÊS,8.0,2º SEMESTRE,250,3,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
147,297,,INGLÊS,4.0,DIAGNOSTICA 1,278,1,18.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
276,185,,MATEMÁTICA,5.5,1º SEMESTRE,243,2,15.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
226,181,,MATEMÁTICA,0.0,DIAGNOSTICA 2,239,4,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
341,190,,MATEMÁTICA,6.5,2º SEMESTRE,244,3,14.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
356,193,,INGLÊS,1.5,DIAGNOSTICA 1,242,1,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-02 00:00:00,332.0,False
168,278,,INGLÊS,2.5,DIAGNOSTICA 1,278,1,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-02 00:00:00,304.0,False
285,205,,INGLÊS,9.0,1º SEMESTRE,249,2,15.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-06-03 00:00:00,211.0,False
25,210,,MATEMÁTICA,1.0,MÉDIA DIAGNÓSTICA,271,5,20.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
208,424,,INGLÊS,9.5,1º SEMESTRE,279,2,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
277,274,,INGLÊS,4.0,MÉDIA ANUAL,282,6,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 19:00:00,160.0,False
156,255,,MATEMÁTICA,7.5,1º SEMESTRE,255,2,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
330,276,,INGLÊS,2.5,DIAGNOSTICA 2,281,4,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
99,278,,INGLÊS,4.0,DIAGNOSTICA 1,278,1,19.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
324,424,,INGLÊS,6.5,1º SEMESTRE,279,2,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-24 00:00:00,310.0,False
27,210,,INGLÊS,9.0,MÉDIA ANUAL,270,6,19.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-14 00:00:00,320.0,False
146,255,,MATEMÁTICA,6.5,1º SEMESTRE,255,2,19.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
289,188,,INGLÊS,0.0,MÉDIA DIAGNÓSTICA,247,5,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
29,210,,INGLÊS,9.0,2º SEMESTRE,268,3,19.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
141,201,,PORTUGUÊS,7.5,1º SEMESTRE,255,2,16.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
158,281,,INGLÊS,0.0,DIAGNOSTICA 1,278,1,18.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
329,190,,INGLÊS,1.0,1º SEMESTRE,243,2,16.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
107,202,,MATEMÁTICA,0.0,DIAGNOSTICA 2,257,4,18.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-14 00:00:00,292.0,False
280,242,,PORTUGUÊS,7.0,2º SEMESTRE,244,3,14.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
208,187,,MATEMÁTICA,0.0,DIAGNOSTICA 1,242,1,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
270,256,,INGLÊS,2.0,MÉDIA DIAGNÓSTICA,247,5,16.0,P,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 14:04:00,160.0,False
94,208,,PORTUGUÊS,2.0,1º SEMESTRE,261,2,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
122,273,,INGLÊS,5.0,DIAGNOSTICA 1,278,1,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-04 00:00:00,302.0,False
218,205,,MATEMÁTICA,4.0,DIAGNOSTICA 1,248,1,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
253,188,,INGLÊS,9.0,MÉDIA ANUAL,246,6,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
337,190,,MATEMÁTICA,5.5,2º SEMESTRE,244,3,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
94,208,,MATEMÁTICA,4.0,MÉDIA DIAGNÓSTICA,265,5,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
243,199,,MATEMÁTICA,7.5,MÉDIA DIAGNÓSTICA,259,5,17.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
106,208,,MATEMÁTICA,5.5,MÉDIA ANUAL,264,6,18.0,P,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
289,188,,PORTUGUÊS,7.5,1º SEMESTRE,243,2,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
254,409,Falta de retorno as nossas tentativas de contato,MATEMÁTICA,5.0,DIAGNOSTICA 1,254,1,19.0,R,F,2022-01-01 00:00:00,2022-10-04 15:36:00,2022-01-20 00:00:00,257.0,True
161,291,,INGLÊS,5.5,DIAGNOSTICA 2,281,4,16.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
172,278,,INGLÊS,6.5,DIAGNOSTICA 1,278,1,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
219,185,,MATEMÁTICA,3.0,DIAGNOSTICA 1,242,1,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
94,208,,PORTUGUÊS,3.0,DIAGNOSTICA 1,260,1,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
169,300,,INGLÊS,10.0,MÉDIA ANUAL,282,6,17.0,A,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
161,200,,MATEMÁTICA,7.0,DIAGNOSTICA 2,257,4,16.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
312,190,,PORTUGUÊS,6.5,MÉDIA ANUAL,246,6,13.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
355,207,,INGLÊS,1.5,1º SEMESTRE,249,2,16.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
207,185,,MATEMÁTICA,4.5,MÉDIA DIAGNÓSTICA,247,5,15.0,P,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
330,190,,MATEMÁTICA,6.5,DIAGNOSTICA 2,245,4,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
218,205,,PORTUGUÊS,5.5,MÉDIA DIAGNÓSTICA,253,5,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
246,185,,INGLÊS,8.5,DIAGNOSTICA 2,245,4,14.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-02 00:00:00,332.0,False
111,208,,MATEMÁTICA,9.0,MÉDIA ANUAL,264,6,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
293,177,,PORTUGUÊS,8.5,MÉDIA ANUAL,240,6,13.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
136,234,,INGLÊS,8.0,2º SEMESTRE,280,3,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
27,210,,INGLÊS,10.0,2º SEMESTRE,268,3,19.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-14 00:00:00,320.0,False
134,201,,MATEMÁTICA,6.5,1º SEMESTRE,255,2,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
131,278,,INGLÊS,3.0,DIAGNOSTICA 2,281,4,19.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-28 00:00:00,306.0,False
168,199,,PORTUGUÊS,8.0,MÉDIA ANUAL,258,6,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-14 00:00:00,320.0,False
322,190,,PORTUGUÊS,3.5,DIAGNOSTICA 1,242,1,16.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
239,194,,MATEMÁTICA,4.0,1º SEMESTRE,243,2,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 13:38:00,160.0,False
344,174,,PORTUGUÊS,9.0,1º SEMESTRE,237,2,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
303,419,,MATEMÁTICA,5.0,DIAGNOSTICA 1,242,1,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
273,181,,PORTUGUÊS,0.0,DIAGNOSTICA 1,236,1,15.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
147,249,,PORTUGUÊS,6.0,DIAGNOSTICA 1,248,1,18.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
333,274,,INGLÊS,4.0,MÉDIA DIAGNÓSTICA,283,5,15.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-24 00:00:00,310.0,False
342,177,,MATEMÁTICA,7.0,DIAGNOSTICA 1,236,1,14.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
341,190,,PORTUGUÊS,5.0,MÉDIA ANUAL,246,6,14.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
146,255,,INGLÊS,4.0,DIAGNOSTICA 1,254,1,19.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
17,210,,INGLÊS,0.0,2º SEMESTRE,268,3,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
196,169,,MATEMÁTICA,4.5,MÉDIA ANUAL,240,6,14.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
147,249,,MATEMÁTICA,7.0,MÉDIA DIAGNÓSTICA,253,5,18.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
131,278,,INGLÊS,6.5,MÉDIA ANUAL,282,6,19.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-28 00:00:00,306.0,False
359,159,,MATEMÁTICA,5.5,DIAGNOSTICA 2,233,4,11.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
329,276,,INGLÊS,0.5,MÉDIA ANUAL,282,6,16.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-24 00:00:00,310.0,False
206,257,,MATEMÁTICA,5.0,MÉDIA DIAGNÓSTICA,235,5,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
122,208,,PORTUGUÊS,3.0,1º SEMESTRE,261,2,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
345,286,Mudou de bairro/cidade/distância,INGLÊS,4.0,DIAGNOSTICA 1,278,1,15.0,P,F,2022-01-01 00:00:00,2022-08-01 00:00:00,2022-02-25 00:00:00,157.0,True
26,303,,INGLÊS,10.0,2º SEMESTRE,280,3,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-28 00:00:00,306.0,False
121,255,,INGLÊS,5.0,DIAGNOSTICA 1,254,1,18.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
141,201,,INGLÊS,9.0,MÉDIA ANUAL,258,6,16.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
139,234,,INGLÊS,4.5,DIAGNOSTICA 1,278,1,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
261,174,,MATEMÁTICA,6.5,2º SEMESTRE,238,3,14.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-07 00:00:00,299.0,False
322,276,,INGLÊS,2.5,1º SEMESTRE,279,2,16.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
356,193,,MATEMÁTICA,6.5,2º SEMESTRE,244,3,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-02 00:00:00,332.0,False
336,174,,PORTUGUÊS,9.0,DIAGNOSTICA 2,239,4,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-10 00:00:00,324.0,False
147,249,,PORTUGUÊS,8.0,MÉDIA ANUAL,252,6,18.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
113,208,,INGLÊS,0.0,DIAGNOSTICA 2,263,4,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
207,185,,PORTUGUÊS,4.5,MÉDIA ANUAL,246,6,15.0,P,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
260,205,,INGLÊS,0.0,DIAGNOSTICA 1,248,1,16.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-04-28 00:00:00,247.0,False
219,274,,INGLÊS,3.0,MÉDIA DIAGNÓSTICA,283,5,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
17,210,,INGLÊS,1.0,MÉDIA DIAGNÓSTICA,271,5,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
