idaluno,idturma,motivoinativacao,nomedisciplina,notafase,nomefase,idfasenota,numerofase,idade,corraca,sexo,datasituacaoativo,datasituacaoinativo,datahoraefetivacaomatricula,diasmatriculado,inativo
162,205,,PORTUGUÊS,4.0,MÉDIA DIAGNÓSTICA,253,5,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-09 00:00:00,297.0,False
145,202,,MATEMÁTICA,6.5,1º SEMESTRE,255,2,18.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
114,208,Outras prioridades/trabalho,PORTUGUÊS,1.5,DIAGNOSTICA 1,260,1,19.0,B,F,2022-01-01 00:00:00,2022-06-27 00:00:00,2022-01-20 00:00:00,158.0,True
101,208,,MATEMÁTICA,8.0,DIAGNOSTICA 2,263,4,18.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
269,452,,INGLÊS,3.5,DIAGNOSTICA 2,281,4,16.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 18:25:00,160.0,False
4,211,,INGLÊS,0.0,MÉDIA DIAGNÓSTICA,271,5,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
348,183,,MATEMÁTICA,9.5,2º SEMESTRE,238,3,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-06-01 00:00:00,213.0,False
322,276,,INGLÊS,1.0,DIAGNOSTICA 1,278,1,16.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
298,193,Falta de retorno as nossas tentativas de contato,PORTUGUÊS,3.5,1º SEMESTRE,243,2,17.0,R,F,2022-01-01 00:00:00,2022-10-11 11:10:00,2022-02-03 00:00:00,250.0,True
334,190,,PORTUGUÊS,2.0,DIAGNOSTICA 1,242,1,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
345,189,Mudou de bairro/cidade/distância,PORTUGUÊS,8.0,1º SEMESTRE,243,2,15.0,P,F,2022-01-01 00:00:00,2022-08-01 00:00:00,2022-01-20 00:00:00,193.0,True
213,266,,MATEMÁTICA,8.5,2º SEMESTRE,250,3,16.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
218,205,,INGLÊS,5.0,DIAGNOSTICA 2,251,4,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
113,278,,INGLÊS,0.0,DIAGNOSTICA 2,281,4,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
113,278,,INGLÊS,5.0,DIAGNOSTICA 1,278,1,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
259,172,,PORTUGUÊS,0.0,DIAGNOSTICA 2,239,4,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
332,190,,INGLÊS,1.0,MÉDIA ANUAL,246,6,16.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
307,425,,INGLÊS,5.0,DIAGNOSTICA 2,281,4,16.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-04 00:00:00,302.0,False
243,199,,PORTUGUÊS,8.0,MÉDIA ANUAL,258,6,17.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
251,255,,PORTUGUÊS,7.5,MÉDIA ANUAL,258,6,17.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
120,208,,INGLÊS,7.5,1º SEMESTRE,261,2,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
163,291,,INGLÊS,9.0,MÉDIA ANUAL,282,6,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
141,234,,INGLÊS,7.0,DIAGNOSTICA 2,281,4,16.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
260,291,,INGLÊS,3.0,MÉDIA DIAGNÓSTICA,283,5,16.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-04-28 00:00:00,247.0,False
310,194,,MATEMÁTICA,5.5,MÉDIA DIAGNÓSTICA,247,5,15.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
248,172,,MATEMÁTICA,5.5,MÉDIA ANUAL,240,6,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
116,286,,INGLÊS,1.5,MÉDIA ANUAL,282,6,18.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
274,185,,MATEMÁTICA,6.5,DIAGNOSTICA 2,245,4,15.0,P,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
285,205,,PORTUGUÊS,5.0,MÉDIA DIAGNÓSTICA,253,5,15.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-06-03 00:00:00,211.0,False
29,210,,MATEMÁTICA,4.5,DIAGNOSTICA 1,266,1,19.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
136,255,,PORTUGUÊS,4.0,DIAGNOSTICA 2,257,4,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
305,186,,MATEMÁTICA,2.5,1º SEMESTRE,243,2,17.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
219,185,,MATEMÁTICA,8.0,2º SEMESTRE,244,3,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
95,409,,MATEMÁTICA,7.0,DIAGNOSTICA 2,257,4,19.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 15:04:00,160.0,False
26,210,,MATEMÁTICA,9.0,DIAGNOSTICA 2,269,4,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
307,203,,MATEMÁTICA,7.0,2º SEMESTRE,250,3,16.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
263,194,,INGLÊS,0.0,DIAGNOSTICA 1,242,1,14.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
336,174,,MATEMÁTICA,0.0,DIAGNOSTICA 1,236,1,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-10 00:00:00,324.0,False
153,283,,INGLÊS,6.5,DIAGNOSTICA 2,281,4,18.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-02 00:00:00,304.0,False
202,273,,INGLÊS,8.0,DIAGNOSTICA 2,281,4,14.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-24 00:00:00,310.0,False
158,201,,INGLÊS,6.0,DIAGNOSTICA 2,257,4,18.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
136,255,,MATEMÁTICA,5.5,1º SEMESTRE,255,2,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
179,266,,PORTUGUÊS,3.5,MÉDIA ANUAL,252,6,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-08 00:00:00,326.0,False
250,185,,INGLÊS,9.5,1º SEMESTRE,243,2,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
179,266,,PORTUGUÊS,1.5,2º SEMESTRE,250,3,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-08 00:00:00,326.0,False
289,188,,MATEMÁTICA,0.0,DIAGNOSTICA 1,242,1,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
246,185,,PORTUGUÊS,6.5,DIAGNOSTICA 2,245,4,14.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-02 00:00:00,332.0,False
272,194,,MATEMÁTICA,5.0,MÉDIA DIAGNÓSTICA,247,5,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 13:41:00,160.0,False
241,179,,MATEMÁTICA,5.5,2º SEMESTRE,238,3,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
109,208,,MATEMÁTICA,10.0,DIAGNOSTICA 1,260,1,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
122,273,,INGLÊS,8.5,1º SEMESTRE,279,2,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-04 00:00:00,302.0,False
142,207,,PORTUGUÊS,8.0,2º SEMESTRE,250,3,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
250,273,,INGLÊS,0.0,DIAGNOSTICA 1,278,1,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-24 00:00:00,310.0,False
249,203,,INGLÊS,7.0,MÉDIA ANUAL,252,6,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
285,286,,INGLÊS,9.5,2º SEMESTRE,280,3,15.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-24 00:00:00,310.0,False
8,210,,INGLÊS,3.5,1º SEMESTRE,267,2,22.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
104,199,,PORTUGUÊS,8.5,2º SEMESTRE,256,3,17.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
215,160,,MATEMÁTICA,0.0,DIAGNOSTICA 1,230,1,12.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-16 14:17:00,167.0,False
255,200,,PORTUGUÊS,7.0,DIAGNOSTICA 2,257,4,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
337,190,,MATEMÁTICA,3.0,DIAGNOSTICA 1,242,1,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
184,169,,PORTUGUÊS,5.5,MÉDIA ANUAL,240,6,12.0,P,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
317,189,,PORTUGUÊS,6.0,MÉDIA ANUAL,246,6,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-07 00:00:00,299.0,False
352,249,,PORTUGUÊS,6.0,MÉDIA DIAGNÓSTICA,253,5,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
334,276,,INGLÊS,0.0,DIAGNOSTICA 1,278,1,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
330,190,,MATEMÁTICA,5.5,MÉDIA DIAGNÓSTICA,247,5,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
29,210,,INGLÊS,9.0,MÉDIA ANUAL,270,6,19.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
294,189,,MATEMÁTICA,8.0,MÉDIA DIAGNÓSTICA,247,5,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
178,202,,PORTUGUÊS,5.0,DIAGNOSTICA 2,257,4,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
357,207,,INGLÊS,10.0,MÉDIA ANUAL,252,6,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
310,194,,MATEMÁTICA,6.5,1º SEMESTRE,243,2,15.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
123,201,,PORTUGUÊS,5.5,2º SEMESTRE,256,3,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
357,207,,PORTUGUÊS,7.5,MÉDIA ANUAL,252,6,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
151,201,,INGLÊS,7.5,MÉDIA DIAGNÓSTICA,259,5,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-02 00:00:00,304.0,False
247,170,,MATEMÁTICA,7.5,2º SEMESTRE,238,3,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
91,200,,INGLÊS,7.0,1º SEMESTRE,255,2,18.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
222,185,,INGLÊS,4.5,DIAGNOSTICA 2,245,4,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
255,200,,MATEMÁTICA,3.0,DIAGNOSTICA 1,254,1,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
243,199,,MATEMÁTICA,4.5,DIAGNOSTICA 1,254,1,17.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
120,208,,MATEMÁTICA,5.5,DIAGNOSTICA 2,263,4,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
338,169,,MATEMÁTICA,4.5,MÉDIA DIAGNÓSTICA,241,5,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
212,183,Não se adaptou as aulas/não acompanhou,PORTUGUÊS,0.0,DIAGNOSTICA 1,236,1,17.0,B,M,2022-01-01 00:00:00,2022-08-24 19:20:00,2022-01-19 00:00:00,217.0,True
307,203,,PORTUGUÊS,7.0,DIAGNOSTICA 2,251,4,16.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
318,185,Conflito com horário escolar / período integral,MATEMÁTICA,0.0,DIAGNOSTICA 1,242,1,16.0,R,M,2022-01-01 00:00:00,2022-05-31 00:00:00,2022-01-20 00:00:00,131.0,True
269,194,,MATEMÁTICA,3.5,MÉDIA ANUAL,246,6,16.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 13:42:00,160.0,False
186,185,,MATEMÁTICA,8.0,MÉDIA ANUAL,246,6,13.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
210,277,,INGLÊS,0.5,MÉDIA ANUAL,282,6,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-05-27 00:00:00,218.0,False
106,208,,MATEMÁTICA,6.5,MÉDIA DIAGNÓSTICA,265,5,18.0,P,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
336,174,,PORTUGUÊS,8.0,MÉDIA DIAGNÓSTICA,241,5,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-10 00:00:00,324.0,False
183,185,Outras prioridades/trabalho,INGLÊS,4.0,DIAGNOSTICA 1,242,1,14.0,B,M,2022-01-01 00:00:00,2022-08-10 12:16:00,2022-01-20 00:00:00,202.0,True
239,194,,PORTUGUÊS,4.0,DIAGNOSTICA 1,242,1,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 13:38:00,160.0,False
330,276,,INGLÊS,4.5,1º SEMESTRE,279,2,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
91,291,,INGLÊS,7.0,1º SEMESTRE,279,2,18.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
250,185,,PORTUGUÊS,6.0,MÉDIA DIAGNÓSTICA,247,5,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
101,208,,MATEMÁTICA,8.5,MÉDIA ANUAL,264,6,18.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
321,242,,INGLÊS,3.5,MÉDIA DIAGNÓSTICA,247,5,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
21,210,,MATEMÁTICA,5.0,DIAGNOSTICA 2,269,4,19.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
246,273,,INGLÊS,3.5,DIAGNOSTICA 1,278,1,14.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
340,177,,PORTUGUÊS,0.0,DIAGNOSTICA 1,236,1,16.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
188,169,,PORTUGUÊS,8.0,2º SEMESTRE,238,3,13.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
134,201,,INGLÊS,10.0,MÉDIA ANUAL,258,6,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
222,185,,MATEMÁTICA,4.5,1º SEMESTRE,243,2,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
341,190,,PORTUGUÊS,5.0,MÉDIA DIAGNÓSTICA,247,5,14.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
235,415,,PORTUGUÊS,7.0,MÉDIA ANUAL,240,6,13.0,R,F,2022-03-24 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
285,205,,MATEMÁTICA,7.0,1º SEMESTRE,249,2,15.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-06-03 00:00:00,211.0,False
218,286,,INGLÊS,5.0,MÉDIA ANUAL,282,6,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
108,208,,PORTUGUÊS,7.5,1º SEMESTRE,261,2,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
100,202,,INGLÊS,5.0,DIAGNOSTICA 2,257,4,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
223,180,,PORTUGUÊS,8.5,MÉDIA ANUAL,240,6,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
92,452,,INGLÊS,4.0,MÉDIA DIAGNÓSTICA,283,5,20.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-09-12 13:08:00,109.0,False
178,202,,PORTUGUÊS,5.5,MÉDIA ANUAL,258,6,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
201,186,,PORTUGUÊS,6.5,1º SEMESTRE,243,2,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
357,234,,INGLÊS,10.0,1º SEMESTRE,279,2,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
360,159,,PORTUGUÊS,7.0,2º SEMESTRE,232,3,12.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
100,202,,MATEMÁTICA,6.0,MÉDIA ANUAL,258,6,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
126,208,,PORTUGUÊS,7.0,DIAGNOSTICA 1,260,1,19.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
120,278,,INGLÊS,8.0,MÉDIA ANUAL,282,6,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
258,277,Não se adaptou as aulas/não acompanhou,INGLÊS,0.0,DIAGNOSTICA 1,278,1,15.0,R,F,2022-01-01 00:00:00,2022-09-16 17:55:00,2022-07-23 19:17:00,54.0,True
308,183,,MATEMÁTICA,7.0,DIAGNOSTICA 2,239,4,12.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
277,186,,INGLÊS,4.0,MÉDIA ANUAL,246,6,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 14:17:00,160.0,False
337,190,,INGLÊS,0.0,DIAGNOSTICA 1,242,1,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
296,415,,MATEMÁTICA,6.0,DIAGNOSTICA 1,236,1,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
240,194,,PORTUGUÊS,1.5,MÉDIA DIAGNÓSTICA,247,5,15.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 13:39:00,160.0,False
106,423,,INGLÊS,5.5,DIAGNOSTICA 1,278,1,18.0,P,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-04 00:00:00,302.0,False
208,187,,PORTUGUÊS,3.5,2º SEMESTRE,244,3,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
145,202,,PORTUGUÊS,2.5,1º SEMESTRE,255,2,18.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
128,208,,PORTUGUÊS,5.0,1º SEMESTRE,261,2,19.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
342,177,,MATEMÁTICA,8.0,2º SEMESTRE,238,3,14.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
320,247,,MATEMÁTICA,2.5,MÉDIA DIAGNÓSTICA,241,5,13.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
176,286,,INGLÊS,3.0,MÉDIA DIAGNÓSTICA,283,5,17.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
341,190,,MATEMÁTICA,6.0,MÉDIA ANUAL,246,6,14.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
21,210,,INGLÊS,4.0,DIAGNOSTICA 2,269,4,19.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
3,210,,PORTUGUÊS,5.0,DIAGNOSTICA 2,269,4,19.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
148,211,,INGLÊS,0.0,DIAGNOSTICA 2,269,4,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-02 00:00:00,332.0,False
329,276,,INGLÊS,1.0,1º SEMESTRE,279,2,16.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-24 00:00:00,310.0,False
178,202,,INGLÊS,9.5,1º SEMESTRE,255,2,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
26,303,,INGLÊS,5.0,MÉDIA DIAGNÓSTICA,283,5,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-28 00:00:00,306.0,False
161,291,,INGLÊS,9.5,2º SEMESTRE,280,3,16.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
134,201,,MATEMÁTICA,8.0,MÉDIA ANUAL,258,6,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
241,179,,MATEMÁTICA,0.0,DIAGNOSTICA 2,239,4,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
241,179,,MATEMÁTICA,2.5,DIAGNOSTICA 1,236,1,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
28,210,,PORTUGUÊS,4.5,DIAGNOSTICA 2,269,4,19.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
176,205,,PORTUGUÊS,7.0,MÉDIA ANUAL,252,6,17.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
187,172,,PORTUGUÊS,4.0,DIAGNOSTICA 1,236,1,14.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
180,285,,INGLÊS,9.5,1º SEMESTRE,279,2,18.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
278,169,,MATEMÁTICA,6.0,DIAGNOSTICA 1,236,1,14.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
109,208,,INGLÊS,7.5,DIAGNOSTICA 2,263,4,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
104,199,,INGLÊS,6.0,DIAGNOSTICA 2,257,4,17.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
272,179,Conhecimento acima da fase atual,MATEMÁTICA,5.5,1º SEMESTRE,237,2,15.0,B,M,2022-01-01 00:00:00,2022-07-23 19:00:00,2022-01-21 00:00:00,183.0,True
169,199,,PORTUGUÊS,4.5,DIAGNOSTICA 2,257,4,17.0,A,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
169,199,,MATEMÁTICA,6.0,MÉDIA DIAGNÓSTICA,259,5,17.0,A,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
249,303,,INGLÊS,6.5,2º SEMESTRE,280,3,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
146,255,,MATEMÁTICA,8.0,2º SEMESTRE,256,3,19.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
260,205,,MATEMÁTICA,6.0,2º SEMESTRE,250,3,16.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-04-28 00:00:00,247.0,False
139,201,,MATEMÁTICA,7.0,DIAGNOSTICA 1,254,1,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
142,207,,INGLÊS,8.0,DIAGNOSTICA 2,251,4,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
158,201,,MATEMÁTICA,5.5,MÉDIA ANUAL,258,6,18.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
274,185,,INGLÊS,4.0,MÉDIA DIAGNÓSTICA,247,5,15.0,P,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
